Epoch,Train_loss,Train_acc,Train_jcn,Train_wp,Val_loss,Val_acc,Val_jcn,Val_wp
-1,0,0,0,0,4.378299220369773,0.69758,0.7363923524963534,0.8977057100876609
1,1.6020430141229478,0.6889972189417929,0.7262090828172694,0.8929915246156217,3.333872743298315,0.69956,0.7378416620274434,0.8987186982786327
2,1.555463666670757,0.6915378713313721,0.7284508527342136,0.893883528522729,3.2605363324172334,0.70018,0.7385197606343992,0.8990836705464461
3,1.5393162955854252,0.6923515825805692,0.7291888572915262,0.8942303649681529,3.230192631861414,0.70002,0.7383334546654323,0.898950309129004
4,1.5282585345850483,0.6934088218007488,0.7301184552365614,0.8946702031370787,3.183274285899099,0.70144,0.7397646475380208,0.899815868587868
5,1.5198056809509959,0.6943723964167045,0.7309660526901851,0.8949445042591162,3.1662596523702504,0.7008,0.7391392807166559,0.8995745252983512
6,1.5131068838730453,0.69467563557288,0.7312415007458624,0.8951133417106557,3.1389246542674476,0.70152,0.7397572115125287,0.9000704864889087
7,1.5048105875576148,0.6956809689915522,0.7321488342690113,0.895498710845693,3.140301425027865,0.70194,0.7400915529763193,0.8998951282711384
8,1.5016150728084048,0.6956739441462354,0.732113204384147,0.8953618773398613,3.1097507846557724,0.70254,0.7406070710718942,0.9000347808535585
9,1.493046063831874,0.6968346047002459,0.7332007128179594,0.8959776861237035,3.127391039491972,0.70258,0.7407308954796812,0.9004273241532577
10,1.4901001813065233,0.6971394049331586,0.733460504991465,0.8959695317098426,3.083930447378026,0.70126,0.7395360561007642,0.8997103500228141
11,1.4853160342817902,0.6973224411805798,0.7335936143571955,0.8960039330763935,3.0953833252834393,0.70308,0.741107057340851,0.9004372527896992
12,1.4796652123452063,0.6982419153787133,0.7344121732487487,0.8963661736715056,3.0680046394677145,0.70178,0.7400973127210054,0.9001933165387916
13,1.475042540069847,0.6990622612040429,0.7351502513096446,0.8966584440035568,3.064500458611506,0.70228,0.7402813126577263,0.8999788151655504
14,1.4695883799415186,0.6999134382949296,0.7359176411254394,0.8969945402244137,3.0530994915409555,0.70154,0.7397857881331406,0.8999862390092871
15,1.4695622980123622,0.6996769351692637,0.7356805057238957,0.8967315700770361,3.0434663778982896,0.70234,0.7404930763781982,0.9002042913375127
16,1.4646707216908834,0.7002338492952129,0.7361975101784727,0.8970026961887979,3.041771216442306,0.70236,0.7406893698934176,0.9002505446972087
17,1.4608789755537188,0.7003384414365965,0.7363070662694609,0.8971420423687045,3.0646046936417877,0.70228,0.7405236522716252,0.9002372384328364
