Epoch,Train_loss,Train_acc,Train_jcn,Train_wp,Val_loss,Val_acc,Val_jcn,Val_wp
1,4.2041667464306745,0.21437993641734449,0.290614391644942,0.6842385310525251,3.9600619447458856,0.36212,0.4301979794251992,0.7604305647386884
2,2.815469347345661,0.4094790140551544,0.4729690005353778,0.7822106782467615,3.3044774959464114,0.4765,0.5361024659112203,0.8112956559410331
3,2.4532059418247596,0.47403851332418023,0.5319039368898457,0.8088337354785319,2.96779873880267,0.53022,0.5854063821138961,0.8337791267383461
4,2.262505185389832,0.5090241943478094,0.563765113155064,0.8230800964350554,2.856070666363823,0.54726,0.6011477297751969,0.8404985254233885
5,2.1344769605594287,0.5324298081358636,0.5849467794850441,0.8322754648493713,2.729284188609795,0.55988,0.612294234266997,0.8441713176978345
6,2.0427651050771862,0.5503256015804341,0.6011614742053734,0.8392026521045787,2.6622766847111192,0.57736,0.6282391314138493,0.8517455879306486
7,1.9700455461368434,0.5637364215594064,0.6132526707056618,0.8443993664901975,2.547927902329037,0.59136,0.6407880821469936,0.8572963139944788
8,1.9143766909258717,0.5749675881442466,0.6233215875459297,0.8487236940506911,2.5996743739604526,0.59372,0.6431179840270954,0.8589391449822841
9,1.8634687922978959,0.5844768870881002,0.6319238230824148,0.8523515140077306,2.5427153304094627,0.60076,0.6491910527723157,0.8612723746680501
10,1.8211665949056135,0.5924473546383883,0.6390619593092713,0.8553525702969156,2.4892264859556734,0.60826,0.6561571563096364,0.863306195651399
11,1.7857819652366564,0.5995623521367628,0.645439835573154,0.8579573155349696,2.4547014404629715,0.6109,0.6581288590511156,0.8640216638027262
12,1.7508536109726092,0.6059678402581397,0.6512192462884819,0.8605579908455344,2.442913543455023,0.61538,0.6625390062233942,0.8670210176291996
13,1.7256204801335562,0.611208374864479,0.6558863652788615,0.8623608696496441,2.4369996791112016,0.61916,0.6656721810616866,0.8683983548626071
14,1.6998671008190442,0.6166655088680867,0.6607920821807879,0.8644557673295634,2.4533678862055264,0.62246,0.6687439251211454,0.8695915887403964
15,1.6762937065082588,0.6211660931010555,0.6647965542918236,0.8660272793986582,2.380510808732923,0.6235,0.6699592620873442,0.869883997380943
16,1.653062265045789,0.6258352736216278,0.6689779730846347,0.8677122360148443,2.3832125713644405,0.62598,0.6723521126088552,0.8715463870287404
17,1.636177887059041,0.6287416082368653,0.6715743468263103,0.8688164501641674,2.3925354940726664,0.62712,0.6732061812294876,0.870846444061654
18,1.618147410110809,0.6325510257444971,0.6749677225142825,0.8701798734380898,2.3809965891672906,0.63054,0.6761325353958721,0.8723376835514539
19,1.5997965793077014,0.6363335146784143,0.6783879445949323,0.8715995058575978,2.38573383149502,0.631,0.6763761546256851,0.8730495901506853
20,1.4377600748191806,0.6721231502216338,0.7101123688406447,0.8841792240621897,2.12252493576616,0.66276,0.7048081325842002,0.8839681584019299
21,1.4041908264996776,0.6795964148311656,0.7167880225528636,0.8867919165255334,2.1213889221904387,0.66318,0.7053839803624121,0.8842680729786357
22,1.3924090237059394,0.6819122721706069,0.7188103380949167,0.8874685277478622,2.1158875414905527,0.66338,0.7054983087803491,0.8842110148199636
