Epoch,Train_loss,Train_acc,Train_jcn,Train_wp,Val_loss,Val_acc,Val_jcn,Val_wp
1,4.579358699168149,0.19504053726016982,0.27199709263268473,0.6719773184952743,5.609711933620001,0.35386,0.4236527387008298,0.7609907427980428
2,3.0951875852254176,0.3879907927694048,0.45307657164007864,0.7732116668499588,4.807849035648451,0.46218,0.5235445249167927,0.8085671876505908
3,2.6942869787681234,0.4557153751228372,0.5152110911708337,0.8018998067537325,4.468594696293716,0.51282,0.5695595641566179,0.8277758439244041
4,2.4798863473717407,0.49339157190280425,0.5495036276920651,0.8172406901953752,4.322506114428361,0.53116,0.5861722194400356,0.8345343363598926
5,2.342436929689127,0.5185272489847147,0.5723401867983551,0.8273178939099949,4.18570112813958,0.55894,0.6115855337004608,0.8457883502621701
6,2.2382937922239066,0.5372792930195673,0.5893773088532231,0.8348170916619377,4.175503321896463,0.56294,0.6154428605437315,0.8480210529205371
7,2.15741474362965,0.5522925582691406,0.6029227174758015,0.8406035245092807,4.052572335174528,0.57628,0.626962373975779,0.8503156844965869
8,2.094160365691967,0.5644357839376132,0.6139372834825895,0.8453910666676419,3.9977277078015043,0.57578,0.6267607295789501,0.8513868379050391
9,2.0399595604093976,0.5741901719291864,0.6227154257400964,0.849144818949832,3.904364747432263,0.58912,0.6389013767188866,0.8578022324995553
10,1.9956111802033873,0.5824646591740187,0.6301757626909313,0.8522093195914591,3.8783918223851996,0.60318,0.6512690955286987,0.861936883996595
11,1.9563006137145116,0.5904398099545181,0.6373082063884986,0.8552751576054574,3.813701099781126,0.60362,0.6518555392349282,0.8632507824508711
12,1.9216676767961975,0.5969331086423549,0.643188331510242,0.8577100822480144,3.739016974569235,0.61288,0.6601864018786177,0.8659992353429203
13,1.8898525825181052,0.6027984642127061,0.6484410239688955,0.8597884542010248,3.7729389722577604,0.61262,0.6601414545933149,0.8662373085337532
14,1.8601115201294596,0.6087305558135668,0.6537460309731876,0.8620438513371043,3.722965707266863,0.61736,0.6642660913594467,0.8678516305458739
15,1.8387929213732899,0.6128428222081899,0.6575108419216118,0.8637198861349519,3.8083161982093,0.62156,0.6676957061426931,0.8688437005621952
16,1.8145993691864195,0.6172017387272698,0.6614022458842055,0.8653717591821768,3.729020850156956,0.61942,0.6659230991028102,0.8685525007274711
17,1.7923730100843114,0.621875212208869,0.6655889148096464,0.8670537770500427,3.6673967329162114,0.62318,0.6694828694329802,0.8705768064198686
18,1.7707207465311274,0.6252803108415999,0.6686169757932443,0.8683341027985223,3.6696589402359834,0.62934,0.67529749440912,0.8730399724786329
19,1.7541986064222244,0.6289835751311109,0.6719241004093243,0.8695993843243613,3.693024920572115,0.62968,0.6756749015473709,0.8731028254722398
20,1.7355003818346202,0.6323590133058375,0.6749901255549324,0.8709287817261558,3.665715341915004,0.63026,0.6761315024935245,0.873404072385373
