Epoch,Train_loss,Train_acc,Train_jcn,Train_wp,Val_loss,Val_acc,Val_jcn,Val_wp
1,4.539188662580923,0.2023701828098913,0.2792206756601663,0.6779703770127868,5.912087740980226,0.32484,0.39583273309919553,0.7427262616291741
2,3.075932380972786,0.3957032923888923,0.4603588999108617,0.7768682587677875,4.806783351022,0.4595,0.521394927272297,0.8055245292689998
3,2.6759173067143087,0.4635547122272116,0.5224669948529288,0.805290320761495,4.419451852888795,0.52082,0.5767197125444995,0.8304641593368992
4,2.4676599876107557,0.5006927278020742,0.556338089069766,0.8203702638167696,4.285574411932267,0.54334,0.597370444098529,0.8392445839566862
5,2.3294694469746977,0.5254006698580279,0.578649765458248,0.8300502260496059,4.095624047849646,0.56582,0.6178054347960844,0.8488499287266439
6,2.2302647456199236,0.5433998846364291,0.5950738410329789,0.837258330260687,4.0495525453088295,0.57258,0.6245426724998832,0.8510560110733021
7,2.1532039532649043,0.5572524893319919,0.6075608954615486,0.8426467328782239,3.9634316292320495,0.57936,0.6305075931218895,0.8555325457447907
8,2.088360368855988,0.5697629583028598,0.6187694423500953,0.8474394760086545,3.9545748135594816,0.58556,0.6361374770973443,0.8570838063466897
9,2.0368930349783017,0.5795856434016798,0.6276496780361993,0.8511848426316986,3.9575763676267095,0.59486,0.6443237128381446,0.8601092293811622
10,1.993297625372546,0.5870292475532074,0.6343600746601258,0.8539880352647707,3.8074829250172044,0.60798,0.6559995880561014,0.8638737040851375
11,1.9529256457184778,0.5948693651959502,0.641419159231705,0.8569753968174961,3.8392813778168215,0.61134,0.6591085826321386,0.8662029553042847
12,1.9199198395690087,0.6012623647034305,0.6471065078418127,0.8593167474833839,3.7742189526346954,0.6149,0.6617747082517969,0.8666705975242825
13,1.8864429354302426,0.6072994387148591,0.6525708548850404,0.8616966376329972,3.773612478930848,0.61932,0.666136947358692,0.8685242570838162
14,1.8596534715192465,0.6126156855429464,0.6573483015810406,0.8637136685567237,3.6883126377923077,0.6215,0.6682708079032385,0.8695716093303477
15,1.8354327490460498,0.6172653526043053,0.6614754157232717,0.8652981470564068,3.7494596451056736,0.62054,0.6675420703906847,0.8695678639023022
16,1.812716134229547,0.6213627887699261,0.6651423739410934,0.8668321169450952,3.70516695570933,0.62596,0.6723926482478451,0.8714770835270412
17,1.7926187263934725,0.6253333874506602,0.6686828856742307,0.8682115241250424,3.7039159786280136,0.6278,0.6741027530421629,0.8727019340415478
18,1.7738066499301648,0.6291869053761141,0.6721103061359138,0.8696733810829265,3.671336358120728,0.62776,0.674100911532191,0.8724471816025224
19,1.7540982774194485,0.632631421196456,0.6752195780514193,0.8710160241107543,3.6234024121944146,0.63276,0.6786118964604667,0.874782284766675
20,1.7362992308734604,0.6357516233246719,0.6780139591218299,0.8720302629597213,3.6499740675880723,0.6366,0.6819445028065817,0.8754098340664144
21,1.7216816782476936,0.6385619517205797,0.6804822940858813,0.8730843898125051,3.672262073001588,0.63276,0.6785723413798643,0.8745670056792115
22,1.7046205874097111,0.642283168392567,0.6838367347252334,0.8744007094668702,3.665468318939882,0.62854,0.6750717443625832,0.8737397346976323
23,1.6923781606215975,0.6448597255470988,0.6861351796323895,0.8754062362578873,3.7127414088995137,0.63406,0.6803158255590961,0.8754241587114298
24,1.5359854115995206,0.6793688878967379,0.7166384959806021,0.8871444261025215,3.4080902972108027,0.6624,0.7051394970002075,0.8848519420496685
25,1.5026892698237626,0.6860100986054121,0.7225702777897449,0.8895311126552735,3.3820051892838867,0.66366,0.7063900567889758,0.885640753174057
26,1.4889972392408746,0.6886951505931701,0.724924898351495,0.8905275742480708,3.3991191381171673,0.664,0.706761066580409,0.8859207589338748
27,1.479179828895275,0.6907651383465231,0.7268319352847613,0.8912166930128499,3.404083969402588,0.66472,0.7072262266838867,0.8859904802053333
28,1.472209243482937,0.692474127104429,0.7283007796998832,0.8917907765089303,3.3754933372110165,0.6649,0.7073668430267771,0.8858288457109617
29,1.4658320486678456,0.6934704843318631,0.729152426771307,0.8921744031198808,3.3998812967137257,0.66422,0.7068699831895328,0.8856964099636238
30,1.4595351196602286,0.6946572929212195,0.7302712005861272,0.8925912662289293,3.416123966969177,0.66686,0.7090283059607209,0.8863912066366758
31,1.456869414133485,0.6953519720692151,0.7308639059254269,0.8928559835281414,3.3759814825464085,0.66566,0.708088298953448,0.8863676816375469
32,1.4505507154431811,0.6967253293286512,0.7320689185953096,0.8933453931127947,3.3814062583926314,0.66608,0.708399574547732,0.8863664482989227
33,1.434231285433698,0.7002611681381116,0.7352392690980054,0.8944924692531993,3.350547689537974,0.66712,0.7092873845191661,0.8866330515440267
34,1.4319299849569878,0.701123663035342,0.7359558313480715,0.894841092058196,3.3670835950274034,0.66706,0.7092513006450009,0.886577622446647
35,1.4295111531626568,0.7014550015727848,0.7362894231113759,0.8950008674169089,3.35431042138645,0.66836,0.7103442214895614,0.8869651199102405
36,1.428031891254687,0.7011724466833754,0.7360816751989684,0.8950181570690617,3.3463797793103103,0.6679,0.7099794510381943,0.8868511243599476
37,1.4272560696557217,0.7016805771612912,0.7365031052011013,0.8951203504872899,3.341540796330301,0.66692,0.7091099360268832,0.8865484000717491
38,1.4264422604222584,0.7017929746863601,0.7365444968632064,0.8950409802036716,3.3410697029046563,0.66818,0.7102479096785339,0.8869637572325508
39,1.4263880721535134,0.7021391434528051,0.7368635311500294,0.8950844240320196,3.3665057774894147,0.66776,0.7098469983952876,0.886959987325497
40,1.4260129188589636,0.7019401061688288,0.7367473170919269,0.8951492799235607,3.346891808249196,0.66842,0.7104600538568865,0.8872938658619384
41,1.4249764920925718,0.7027663060319225,0.7373879090813167,0.8953330064528541,3.335328986796539,0.66792,0.7101303901667255,0.8870802988846024
42,1.4247277550933306,0.7023662801180486,0.7370725242158086,0.8951972955355912,3.345572553119673,0.66788,0.7099628258605457,0.8868481030588415
43,1.424080294724256,0.7023584747343633,0.7370562775594378,0.8951769284655895,3.3488398644022563,0.6674,0.7095140695059512,0.8867828257170965
44,1.4242956199478771,0.7022609074382965,0.7370045206491733,0.8952521387697618,3.3320519054088638,0.66782,0.7099707247314693,0.8870191551093564
45,1.424982496096461,0.7026925451560959,0.7373360346638406,0.8952532617041747,3.3457926050012863,0.66802,0.7102409680263695,0.8870829162512266
46,1.4227647796061513,0.7027682573778438,0.7374144695524163,0.8953817162490321,3.355904500808014,0.66874,0.7107315899773669,0.8872996775713525
47,1.4204682257058392,0.7029134375143912,0.7375664374470066,0.895399033060828,3.3398183686909104,0.66842,0.7105118295461881,0.8870382804501991
48,1.4197458761837365,0.7031831135207198,0.7378285708930336,0.8956151821250353,3.361625253953032,0.66762,0.7096857102990632,0.8866107107127781
49,1.4188722952265396,0.7037310514554309,0.738278397439883,0.8957328407679546,3.362626470556477,0.66744,0.7096461316280536,0.8868348165704748
50,1.419958801384275,0.7032104323636185,0.7378370267946314,0.8955695148022885,3.340694044462099,0.66892,0.7108970552693418,0.8872895163226133
51,1.4180220670671935,0.7037041228817165,0.7382292812291195,0.8957122765672693,3.366902045966032,0.66862,0.7106018187432902,0.887347224240337
52,1.4211309349260381,0.7032705338179956,0.7378414810979325,0.8954610174378616,3.347016928102453,0.6691,0.7110405751489262,0.8873484143898638
53,1.420056249729904,0.7030020286192198,0.7375791642492546,0.8953645512912303,3.3317270659198623,0.66726,0.7094301703501382,0.8867999161739497
54,1.4180279453909423,0.7037201239182714,0.7382439973124857,0.8957245921889805,3.3438301857042867,0.66818,0.7102886305889367,0.8872428302154274
55,1.4186169538095434,0.7034122015318846,0.7379632583476186,0.895591728467435,3.3395325167728216,0.66924,0.7111462470265123,0.8874028757526917
56,1.417128527899411,0.7038016901777833,0.7383127709507632,0.8957146004826503,3.366290429583136,0.6684,0.7104213591848947,0.8870659792105593
57,1.4210307780564213,0.7033325866182941,0.7379141604148685,0.8955694091949659,3.334753570046447,0.66768,0.7098295048815134,0.886923544510899
58,1.4167924349251955,0.7037271487635882,0.7382749691345815,0.8958625473892388,3.366774396221786,0.6679,0.7100332926926384,0.8869602239802463
59,1.4195423482696685,0.7032838029702607,0.7379021616997943,0.8956474488816667,3.353754895549554,0.66802,0.7100676020089312,0.8868857027476722
60,1.418466567165969,0.7039164293179577,0.7384214778562773,0.8957635321197167,3.3497734083208814,0.6678,0.7099768274265854,0.8869291651432555
61,1.4179362107292206,0.7038578889403176,0.7383966384398288,0.8958068603817554,3.3680675773476687,0.66822,0.7102944871923764,0.8870220514838428
62,1.4151408992445118,0.7042200587433176,0.738681488076632,0.8958128086398298,3.355690889228676,0.6685,0.7106600299390118,0.887243797006059
63,1.417519761829834,0.7039027698965085,0.7384141865640158,0.895731088874455,3.3312073775099207,0.66874,0.7107878864335352,0.887279453937877
64,1.4206076448600982,0.7035085980203986,0.7380252217782666,0.8954799412043516,3.349711977724795,0.66836,0.7104543588231336,0.887268295770124
65,1.4199279371603,0.703317756389292,0.7379376376884219,0.8955976522878237,3.3333589703791326,0.66904,0.7110860618537417,0.887443386922934
66,1.4189313141005266,0.7035472346696411,0.7381260193955297,0.8956965419195599,3.3311352141039188,0.6684,0.7104534325578358,0.8872122460930256
67,1.419099790359532,0.703677194308002,0.7381962814966216,0.895690482939417,3.3525136012568884,0.6683,0.7104257583784417,0.8870595860527682
68,1.419153987344618,0.7035304530947175,0.7380906718214767,0.8956661355069104,3.3416054827348924,0.66824,0.710315024779579,0.8870936584545064
69,1.4182305283618477,0.7039019893581399,0.7384509644987249,0.8959146707437118,3.338295707082934,0.66714,0.7093953467176288,0.8867813627110654
70,1.420144062228853,0.7032291652844633,0.7378136542193783,0.8954890130897939,3.3350087208101047,0.6672,0.7094480488564294,0.8868068336410371
71,1.4166471024527627,0.703871548361767,0.7383907419731217,0.8958017794424366,3.3430479009269196,0.66684,0.709191183524084,0.88666082304109
72,1.4193488881996603,0.703564796782933,0.7380813514591595,0.8956710534422482,3.3390474262996808,0.66844,0.7104965370695072,0.887237489899038
73,1.4181539023259697,0.7034484965660215,0.7380202218596548,0.8957200113043094,3.338277820181273,0.66812,0.7101624595135549,0.8867353351057492
74,1.419361425039188,0.7035901642799104,0.7381331500850347,0.8956274916649211,3.3488591885784076,0.66802,0.7101874796207845,0.8869764013138971
75,1.4219418585104338,0.7029095348225485,0.7375380348302903,0.8953990047408213,3.326793323502106,0.66794,0.7100106179120896,0.8869595634581641
76,1.417650809649063,0.7037556384140397,0.7382770460217116,0.8956874382594119,3.37060302212735,0.66896,0.710937242145169,0.8872747546614552
