Epoch,Train_loss,Train_acc,Train_jcn,Train_wp,Val_loss,Val_acc,Val_jcn,Val_wp
1,4.080191932662507,0.2203331025541557,0.2957468914374348,0.6848410931814098,2.8320627154541014,0.38166,0.44892231167513075,0.7717518562822834
2,2.686673708021445,0.4205216806239936,0.48283347408083593,0.7853977878495748,2.294694662322998,0.4804,0.5396204889754765,0.8115879275080943
3,2.3389145644526055,0.48406257732208213,0.5407841182203594,0.8116719817203526,2.0304158215332033,0.5312,0.5861325707288603,0.8330213995397325
4,2.1513231815736984,0.5188781009813709,0.5724791979709595,0.8258628709134519,1.888648285598755,0.55946,0.6119680706047016,0.8448498094844281
5,2.032351206173754,0.541713921760395,0.5931615241095576,0.8350359939367946,1.8387605556488038,0.57152,0.622645628986225,0.8495903328797763
6,1.9445535367848907,0.5586863383149894,0.6084675865308856,0.8415798465269929,1.7616010635375976,0.58864,0.6382381604693605,0.8555305364430495
7,1.8766876382626485,0.5722661448507493,0.6207218754358741,0.8468017862191308,1.7037599940490722,0.5989,0.6475000818155272,0.8593840114796372
8,1.8216401729749574,0.5830937730990573,0.6305071715924534,0.8510640447691347,1.6957368238067627,0.59852,0.6475823084163085,0.8609413723053102
9,1.7743001407539065,0.5924184747187525,0.6389300952208833,0.8546286754202285,1.6677139757537842,0.60886,0.6566236376609625,0.8644689094804842
10,1.7346416452894418,0.6002597631690482,0.6459452181523773,0.8574971683564487,1.6268829167175294,0.61438,0.6619149671179293,0.866902019618528
11,1.6997021810748443,0.6070145422103441,0.652002971642147,0.8602077284673595,1.6194520428466797,0.61856,0.6654197458470109,0.8678101175133178
12,1.670298683174168,0.6131757218223698,0.6575744851753608,0.8625506874557631,1.6007967768859863,0.62288,0.6694763884991876,0.8696086835028483
13,1.642367588162007,0.6185130431864074,0.662312744677037,0.8644641028847779,1.6374215879821776,0.61874,0.6652790447004459,0.8673446312006374
14,1.6148005259052027,0.6239900809184127,0.6672700563783873,0.8665962707489033,1.612032734298706,0.62506,0.6713964462555799,0.8705190448407877
